textid	text	label	source
211	My mom had her biopsy to test if she has cancer. I am very worried that she might have uterine cancer and it would be the fault of the doctors if it is more aggressive than we originally thought. The reason I blame them is that they have been denying her a hysterectomy for years despite her uterine fibroids cause her so much phyiscal pain and distress.	sadness	journal
212	I spent all day working, but made very little money. It was an extremely frustrating day. I would have quit early and done something more recreational, but I desperately needed whatever money I could manage to earn. I went to be feeling hopeless and frustrated.	sadness	journal
213	Yesterday I went to exercise at the gym. I did weight lifting, mainly worked out on bench press. I felt satisfied because I was able to PR on a set.	joy	journal
214	I baked sugar cookies earlier, and today I started decorating them. I'd never done iced sugar cookies before - my mom and I always made them with sprinkles - so it was all experimental. I was able to make a couple of pictures I really liked, and I learned a new technique for dabbing bits of icing onto the cookie with a toothpick.	joy	journal
215	An article I wrote was published and quickly got high praise reviews. Yippee!	pride	journal
216	My special other is always so supportive under any circumstances, but he was so sweet when I shared with him about my article. Next thing I knew a bouquet of my favorite flowers arrived with the most beautiful note about how proud of me he was and he brought over a very special bottle of champagne last night!	joy	journal
217	I haven't ate very well lately, but I made up for that yesterday. I picked up both healthy food to help restore me and pleasure foods that I would really enjoy, like a gelato that I've always wanted to try. I ate it last night and it was delicious.	joy	journal
218	I had a work and a project I am working on.	pride	journal
219	Today we had a snow day or shall I be more specific; we had an ice day!  There was a layer of slick ice that coated all outdoor surfaces so my children were home from school.  We induldged in the day and enjoyed eachothers company by playing games and making cookings.  We watched a chinese anime movie before dinner and snuggled on the couch.	pride	journal
220	A few annoying patients made the day go by slowly and with moderate amounts of frustration.	embarrassment	journal
221	Got some really good sleep yesterday, the dreams were fun.	neutral	journal
222	My health was the next important part of my day. Like I stated above my eyes were bothering me. I had red eyes due to an irritant in a makeup product. I then developed a cold that settled in my one eye. It caused me a ton of pain and I needed to make sure that I took care of it.	nervousness	journal
223	work was extremely busy yesterday, we were slammed with jobs, so it was pretty anxiety ridden.	nervousness	journal
224	I felt good lifting weights and then going for a long walk around my neighborhood.	joy	journal
225	I was happy to be around my family yesterday when my oldest son received an award at school.	joy	journal
226	Spending time with my daughter and my husband was the most salient thing I did yesterday.  I was out of town for the weekend and was very excited to have some time to catch up with them and just hang out and relax together.	neutral	journal
227	I was able to work. All stress was gone.	joy	journal
228	Knowing that someone is always on my side and never asking for something.	excitement	journal
229	I love falling asleep after having a nice big meal!  I feel very warm and contented and it's easy to sleep!	neutral	journal
230	OUr friends went walking with us. We enjoy spending time with them	neutral	journal
231	My wife is the sexiest woman I've ever known. She surprises me nearly every night with a new bedtime adventure and finishes my day in the best way I can imagine. Yesterday was great as usual and made me realize what a gem she is.	excitement	journal
232	I had helped my sister with a project that she had for school, it required taking various pictures of landscapes and people. It took a bit of time, but it was not a big problem for me or my schedule. I felt proud for my sister in terms of how much she had improved in her class, and calm for participating in something beneficial for someone else.	pride	journal
233	Yesterday I chatted with my brother.  He was at the dmv so I just talked while he typed.  It was fun too see him.	surprise	journal
234	I ate at a restaurant with a friend. However, when mt salad arrived, it had bacon and bleu cheese all over it. I failed to notice that was listed on the menu, and had to spend some time picking all of it off. I don't eat red meat or moldy cheese. After I did that, though, the salad was very good.	neutral	journal
235	My wife has 4th stage cancer and is going through chemo every 3 weeks.  In the 2nd week after the last chemo treatment she is her normal self and able  to cook.  So yesterday for dinner we had a good cooked meal that was delicious as she knows how to cook and it also was a sign of some normalcy coming back for her in her life.	neutral	journal
236	Spent time with the family went out and got something to eat had a good time	joy	journal
237	I started a new workout routine this week and it felt great yesterday.  I can actually feel a difference it makes me feel more energetic. I am certain to continue with this routine.	pride	journal
238	My day was good because my only son received three awards for academics and character. I was very proud of him.	pride	journal
239	My daughter had been home for a few weeks. It was time for her to go back to college. She is in her final semester and will graduate this May. I am happy and proud.	joy	journal
240	I had to prepare a meal for 300 people. We had suppers at church that I am in charge of. It is a big job but it brings a sense of accomplishment.	pride	journal
241	I watched a really good movies on my VCR. I enjoyed it.	neutral	journal
242	My daughter is a figure skater. She was practing yesterday afternoon at the rink running through her program  One of the moms of another skater came over to me and lavished praise on how beautiful and well done my daughters program is. This came from a mom of a girl similar to daughter in age, it meant alot to me.	pride	journal
243	I am very thankful for my family. I am glad to be with them each day. It makes me think of all the things I cherish.	neutral	journal
244	I was happy about being able to spend quality time with my family.  I enjoyed the calm of relaxing at home.  I was satisfied in just being around my family.	joy	journal
245	food is very important to me. without the delicious food i get to eat today that is provided by my shelter i would not be able to keep living, so i would say that is very important	joy	journal
246	I cooked something new for dinner last night and it actually turned out decent. Vegan nachos, I don't do well with dairy but miss eating cheese so I decided to try something new. I was happy when I realized it tasted good.	pride	journal
247	My daughter is having marital problems and is staying with me. Upset about them.	sadness	journal
248	Even though I was so busy I was able to fit in a work out and it felt really good.	pride	journal
249	I got together with a friend after work yesterday and spent some time with her.  It was good to see her again.  No matter what we do, we always have a good time doing it.  All we really did yesterday was talk about what's going on in our lives, but that was enough.  When you have a good friendship with somebody, that's all it takes.	joy	journal
250	I was in daily mass and there was a scripture reading that I felt was very relevant and spoke to me and made me calm.	neutral	journal
251	We all enjoy a family meal together and talk about our day.	neutral	journal
252	I slept terribly the night before.  My back started hurting really badly and I don't know why.  So I just tossed and turned for hours and woke up feeling bad.  I was confused because I'd been feeling physically fine recently and don't know where the back pain came from.  I also worried that my sleep was going to be affected like this going forward.	nervousness	journal
253	i like talking to my friends	joy	journal
254	I tried a new lasagna recipie yesterday, it turned out to be very good.  My family was very happy with it	joy	journal
255	Completed the most important project of my career. Now I can move on to other important projects. Completely satisfied with my work.	pride	journal
256	This would be kayaking with my dog.  There is nothing more peaceful than taking the boat out on the water with my best pal and just enjoying the peace and tranquility of the water and the breeze.  It make a horrible day at work just melt away.	joy	journal
257	I felt as if this were just a normal day but actually worse then normal. I had a lot of angry customers at work and I had less coworkers to help me.	sadness	journal
258	I really got a good night's sleep last night.  I was in bed early, and I didn't wake up through the night.  That doesn't happen very often!	neutral	journal
259	I work at a university.  I am challenged by my job everyday.  I get anxious thinking about meetings where my written work will be critiqued.  (For accreditation)  I feel frustrated that my coworkers don't take me seriously.  (Some).  I feel proud because I know I'm doing a good job.	pride	journal
260	I got my steps in for the day and spent some time on my exercise bike. It felt good to work towards my goal	joy	journal
261	I really love my job.  I have a good time doing it and am very happy.	joy	journal
262	I was downtown, and bumped into an old friend of mine at a bus station.  We do not always get along so great, and he was in a bad mood, so we ended up taking a long bus ride together in mostly awkward silence.	embarrassment	journal
263	Working out with my brother a nephew instantly put me in a better mood. I had been in the house the past few days and was eating a whole lot. It gave me a burst of energy and happiness to run and feel the wind on my face.	excitement	journal
264	I walked for 3 miles yesterday which is more than my target for a day	excitement	journal
265	My son received early admission to the college of his choice today! In addition he received a scholarship!	pride	journal
266	I went out with my friend for pho around lunchtime. It felt great to hang out with a friend as I hadn't been able to see any friends for a while. We chatted and at for a little over an hour and it felt very cathartic to be able to hang out with them.	joy	journal
267	We are going through a rough patch. My recreation lately has being getting drunk. I literally can not get through the day without drinking so it's become an important part of my day.	neutral	journal
268	I came home where my family was waiting for me. We conversed politely and watched some things on tv. It was pretty fun but at times i got annoyed.	joy	journal
269	My health is not in good condition. I am still young but my dentals are terrible. I have arthritis and muscle pains. I've lived this life to years now already.	sadness	journal
270	I had a lot of fun with family.	joy	journal
271	Yesterday was the anniversary of the death of my great aunt, so I did some nice things for my grandma and picked her up a bottle of wine. I felt happy to spend time with her, but sad that she was upset and hurting.	joy	journal
272	Working being able to use my skills and knowledge for the benefit and growth of our company.	pride	journal
273	I was able to accomplish a big quota at work and that made me feel both satisfied and proud of myself to know that I actually accomplished what I have being working so hard for.	pride	journal
274	The other thing I did yesterday was work. It was a normal work day, but I was fairly busy. I wasn't too excited about the projects I was working on, but I was able to make progress on them.	neutral	journal
275	I was able to get a lot done yesterday at work and I was very productive.	neutral	journal
276	Yesterday was a good family day. Before work, we all sat down and had a nice breakfast together. We had good days at work and then came home to a restful evening. We enjoyed a good dinner of crock pot chicken with a side salad and then spent some time together catching up on each other's lives. It was a good day and I was happy everything was going well with everyone.	joy	journal
277	I also got to cook with my friends. I got to eat the tasty food and these are some of my favorite things to do.	joy	journal
278	I learned how to make Baklava from scratch complete with Apricot glaze!	pride	journal
279	I found out I did well on a project at work today. I got good ratings. I was happy and proud.	excitement	journal
280	Made me get ready for today.	neutral	journal
281	I like to eat so food made me feel good.	excitement	journal
282	I was hapy with the flow of work I had to do, it was a productive day. Those types of days make me happy and feel secure to me.	joy	journal
283	Another day passed with no health problems cropping up. At my age this is important because I am always on the lookout for something to go wrong.	neutral	journal
284	I have been exercising and working hard, but have little to show in terms of weight loss. I wish it would come off quicker like it did when I was in my 20's. I try so hard but the scale barely seems to budge. It is very frustrating and I don't know what more I can do.	disgust	journal
285	I spent time with my wife and kids, eating and talking with each other while finding out about each other's day.	joy	journal
286	It was just one of those days that didn't seem to really be active. The kids were at school, but came home all hyped up. Didn't want to settle to do school work, wanted to fight with one another. They hated dinner.But that night we were able to refocus on what needed to be done which is attend church.	joy	journal
287	Last night I spent the night with my wife watching a good movie as we laid together holding each other.	joy	journal
288	I had a burger combo from five guys. It was delicious. The onions, the peanut flavor in the fries, I really liked it. It reminded me of simple times back in college.	joy	journal
289	My boyfriend did not come home at 1 am like usual.	joy	journal
290	I went to my parents house and my sister was also there with her daughters. It was a lot of fun to get to play with the kids and see my family.	excitement	journal
291	I made passionate love to my wife.	excitement	journal
292	My work is salient on most days. I feel happy, proud, and satisfied. My job is very important to me, and I feel very positive about my job.	pride	journal
293	I was eating home cooked food.	joy	journal
294	I recieved some good news about my job yesterday. I was proud of myself because I am number 6 out of several hundred people for my accuracy. This validation that I received and the bonus that this will lead to excites me.	excitement	journal
295	That I am very lucky to have the person that you do.	joy	journal
296	My wife is supportive, caring, and loving. She supports me and brings me happiness and is a refuge from the troubles of the world.	joy	journal
297	I wasn't feeling the gym, as I had hurt my groin a couple weeks ago, and it was still sore.  Either way, I went in there, did well and got into it.  I did a bunch of things that I think will help it heal, and I feel good about that.	pride	journal
298	It was a really easy day at work so I got to spend a good chunk of it turking and making some extra money	neutral	journal
299	My family was the most salient thing about my day. My baby boy turned 9 months old today. It made me fee so proud and nostaglic and introspective. I reflect back and feel happiness that I created a beautiful child that is my own family.	pride	journal
300	I felt I had the love and support of my wife and children as I waited for my medical results.	joy	journal
301	I talked with my son online in The Netherlands. It was good to see him again.	pride	journal
302	I gotta work if I and the animals are gonna eat. Luckily I love my job so that makes it easy!	pride	journal
303	Every night we have dinner as a family. It means a lot to us as it's a special time together to be calm and relaxed outside of work and school.	nervousness	journal
304	The most important thing in my life is always God or my salvation. It makes me feel calm or at peace knowing no matter what life throws at me he is on the throne fighting my battles for me and I am going to be okay	neutral	journal
305	From there we went to Red Robin and ate dinner. It was a nice evening and relaxing we got their early so it was not busy. I also used my birthday free burger coupon so saved some money too. All in all it was a great evening with my family.	joy	journal
306	At work it was a really slow day. I could not wait to get off and go home. There was too many things to do at my job. It was a really long tiring day.	nervousness	journal
307	I was most proud of getting plenty of exercise yesterday at work. I walk a lot on my job anyways but yesterday, I walked about 22,000 steps and I felt good doing it. Of course, it was accumulated from vacuuming long hallways at the student housing building I work at. It was also from hauling trash bags to the receptacle. Along with that, was the mopping, dusting, So I feel I did a lot of good for my health.	pride	journal
308	Yesterday, I had to go to work. It was my first day back to work after my weekend, so I was pretty frustrated and sad. It was a pretty boring day overall.	nervousness	journal
309	all day i try to make a quote of exercise i think its the best form to get very healthy	neutral	journal
310	Eating my favorite food is always a satisfying an happy times for me. It brings back good and meaningful nostalgic feelings of a time when I was younger.	joy	journal
311	I made the workday go by fast and made more money than I have been in days. I was super grateful. This made me feel proud too. It gives me more hope than ever even if just for the time being. I have to try to save more money again. I felt very lost with spending and losing so much over the past few years.	pride	journal
312	I say love life because I love my wife. She and I share a baby together and I couldnt be happier and proud. It excites me	joy	journal
313	I spent time with my son playing hockey before school. I only have him half the time since I'm divorced so I have to take advantage of every minute I have with him. He loves hockey so we played for a few minutes before school. I let him win and he was really happy on the way to school, which made me happy.	joy	journal
314	Yesterday I did some research about getting my calendars printed out-- what they will cost, different methods. I think this project is really going to be doable.	excitement	journal
315	I feel safe eating and felt that I was satiated.	neutral	journal
316	I feel calm that my helath in good and this is gods will	neutral	journal
317	I bought some bread today. I haven't eaten bread in a couple weeks. I toasted it and put butter and cheese on it. It tasted good and it satisfied my hunger.	joy	journal
318	I feel anxious because my business is not doing so well.	nervousness	journal
319	I played some video games before work. I enjoyed myself. I gave me time to relax and have a good time.	neutral	journal
320	I was able to catch up with a couple friends on Facebook yesterday. We don't always get to talk as often as we would like, but they commented on a post I made, and we had a really nice chat.	joy	journal
321	I helped my friend with her new iPad. I felt good about being able to help but also frustrated because I'm new at this.	joy	journal
322	"Yesterday I ate a steak and lots of vegetables for dinner in order to get in my daily protein. I felt ""FULL"" and complete."	joy	journal
323	I like reading the Bible and studying the word of God because I think it makes me a better Christian.	pride	journal
324	I had a lengthy but mostly fun, frivolous conversation with a woman I've started dating. No big issues were discussed and I'm not sure I got to know her better, but it was a pleasant diversion.	neutral	journal
325	It was a major activity for me because I am sick at the moment	neutral	journal
326	I had sent a couple of family members packages in the mail. They received the packages and they liked the contents. That made me happy. I was also surprised because the packages arrived earlier than I expected. And it was nice to hear from them.	joy	journal
327	It's nice at the end of the day to get home and have dinner with the wife and kids, and then relax in the evening until bed time.	pride	journal
328	Last night for dinner we visited our favorite local fish and chips restaurant.  The meal was outstanding as the ingredients are always fresh and cooked to perfection.	neutral	journal
329	I went to bed at an early time and slept soundly until very late. This is unusual for me. I usually wake up during the night. I didn't last night. I was able to sleep soundly.	neutral	journal
330	I had a long conversation with my  Mom last night.  She needs my husband to redo her bathroom but needs a ride to a nearby city to get materials. I told her to ask my husband, he'd have no problem with it.	joy	journal
331	My health is something that makes me anxious but still over satisfied. I am calm knowing that things could be alot worse.	neutral	journal
332	I tried out a new homemade biscuit recipe with my partner to take my mind off of things	joy	journal
333	Praying to God is something a do daily. It brings a calmness and acceptance of things. It is my way of appreciating all the blessings that come my way.	neutral	journal
334	My mom and I officially decided to run a marathon together late spring this year. We both registered for the race booked travel an officially committed. It makes me excited to continue training because this is something I can do with my mom.	joy	journal
335	I got my end of term grades today. I wanted to get a 3.5 and I ended up with a 3.87!	excitement	journal
336	I worekd out yesterday after not working out ina  while.  It felt so great and it really helped my seasonal depression go away from a bit.	excitement	journal
337	I found a recipe online and I made it.Sometimes my cooking is not very good, but this time ,it was excellent.	joy	journal
338	I have been dealing with profound medical issues and personal loss. So, I've spent the last few days with my sister and her family. Being with them, including my niece, nephew, and grand nephew has provided both the comfort and distraction that was sorely needed. I feel much refreshed today.	joy	journal
339	I do not sleep well and I am now 30 weeks pregnant and sleep even less. I slept great and got a lot of sleep yesterday.	joy	journal
340	i slept so good and hard like a baby it was relaxing and i needed to get some rest so i felt so much better the next day	neutral	journal
341	My day yesterday was pretty average and to me average is good. I prefer things to be uneventful and nothing bad happened to me so I can't really say that it was a bad day! I feel good about the work that I did and I was satisfied with myself.	pride	journal
342	I enjoyed doing arts and crafts much of the day	neutral	journal
343	I had not seen my brother for almost 5 years although we talk on Facebook daily.  It just happened although he is only 2 hours away.  Planned visits had been cancelled.  I saw him a few times a month before our Mom passed.  Yesterday, we met for coffee as he was down here for work.  I was so excited and happy to see him.  I think we are back on track now!!	pride	journal
344	i love being in good health it makes me really happy	joy	journal
345	Today I was able to make $18 on mturk. New record for a day. It took from 6AM till about 8PM. Once I got to $15 I kept going to see how much I could make but the hits dried up.	joy	journal
346	I spent the day thinking on the importance of living a life of faith.  I came to a realization that it is absolutely and positively important to always think about what I am thinking about and know that God is always in control.	joy	journal
347	Work has been slow the last week or so. I haven't been able to hit my daily goal near as often as I would like to in order to keep my finances where they need to be. Yesterday was the first day this week I was able to make the amount of money I need to make daily to stay financially afloat.	neutral	journal
348	I had a wonderful dinner evening meal with my family at home that was delicious but more importantly I got to share it with my entire family around the kitchen.	neutral	journal
349	We ordered pizza yesterday and I got to enjoy my favorite...the super supreme!	excitement	journal
350	I fell asleep very early last night. I fell asleep around 8:30 PM last night. I usually fall asleep around 10-11. I was surprised to fall asleep so early and so easily. I must have really needed it.	surprise	journal
351	I was enjoying some down time with friends after church last night. We just sat around and were catching up with each other.	joy	journal
352	how happy i am in my current relationship and how much I want it to be a permanent thing in my life.	joy	journal
353	I spoke over the phone with my brother that lives in Arizona. We do not get to talk all that often, so it was really nice to be able to catch up. We had talked about a visit that may be coming up. I had told him that I was trying to work out being able to come out to his place this next time. It made us both very happy.	joy	journal
354	My friends and I were sending texts and refining details to make a surprise party for one of our friends.	joy	journal
355	I went to five guys and the food was better than i rememebered it being in the past	surprise	journal
356	I slept on the couch and it was uncomfortable.  I did not get to sleep quickly and I kept waking up.  I thought about how terrible my life is while trying to sleep.	embarrassment	journal
357	I travelled to Florida to start a vacation with the wife. I'm glad that things are going smoothly so far.	excitement	journal
358	I watched 4 hours of pro wrestling, AEW and NXT. It was really fun and made me happy. I love wrestling, especially these two shows.	excitement	journal
359	I got my grade back for my first big assignment in my theory class. I made a 100. It really surprised me, as the theories are difficult to grasp, and it's basically a two page paper. over different things throughout the chapter. I expected to do reasonably well because I studied and put a lot of effort into it but the 100 was better than I expected.	pride	journal
360	It was the ladies supper at church. Not my church but my mom's church. She asked me to go with her to the first dinner with her a few months ago and I've gone with her to every one since then. I always have such a great time visiting with the ladies there. We made fast friends and it's something I look forward to every month.	excitement	journal
361	I finally felt like I got enough sleep. I have been tired all week and when I woke up I finally and actually felt refreshed. I certainly hope to go to bed that same time tonight so I wake up with that same feeling.	neutral	journal
362	I went to work like every other week day.  After work I went to my gym where I am a new member and exercised with two of my friends.  It was a good workout and I felt great about myself when I was done.	pride	journal
363	I was hanging out with my friends.	joy	journal
364	I slept great yesterday, i got a new box spring set up and holy crap it makes such a difference, I slept like a baby and i woke up feeling very refreshed. It set a great tone for yesterday.	neutral	journal
365	I bought a chicken from the store a few days ago - it was organic with no hormones, antibiotics or anything to be concerned about.  I was looking forward to roasting it in the oven and having a healthy meal.  I also bought some fresh asparagus, which I steamed to have with the chicken.  Everything was very tasty, and very healthy.	joy	journal
366	The second most salient thing for me yesterday was how I relaxed after work yesterday by taking a long walk home. It's about five miles from my work place to my home and I decided to walk it yesterday because I find walking really relaxing and uplifting. It cheered up my feelings and made me feel a bit more motivated to continue on. I enjoyed how tired I felt when I finally got home and I was able to just relax and watch TV all evening when I finally did arrive.	pride	journal
367	I got to do a watercolor painting as well as make some music. I was very creative.	pride	journal
368	My partner surprised me today. She stayed home from work and we spent the whole day together. It was so wonderful and special.	joy	journal
369	I always enjoy spending time with my good friends. Although I don't have a lot of friends, the ones I do have I am very close with. I enjoy their company. Being around them makes me feel good, and we usually always wind up laughing about something.	joy	journal
370	I was very excited to eat my leftovers for lunch. looked forward to it from the morning	excitement	journal
371	I met with my mom yesterday to talk jointly with a financial adviser regarding a fair amount of money she and my dad were bringing over from their home country. We had a lively discussion with the adviser and he persuaded us to put the money in a regular investment fund, rather than an annuity that the other salespeople were trying to sell us on. I felt satisfied with this advice and that I had helped steer my parents in a better direction.	joy	journal
372	Pissed sad mad and angry not knowing if they were going to ship my medicine out.	anger	journal
373	I had an especially frustrating day at work yesterday and had to stay late to finish a project after the project file was corrupted and I lost a whole days work.	nervousness	journal
374	I worked 9 hours yesterday which was good because I got overtime pay. It was a fairly routine day but with a lot of variety so it went by quickly!	neutral	journal
375	I have some sort of inflammation in my larynx and my doctor doesn't know quite what it is but we are determined to treat it.  I just want to be able to drink coffee again!	nervousness	journal
376	I ate quite ab it of good food. Girlfriend made buffalo chicken dip we ate with romaine lettuce. It was delicious. Reasonably salient because it's healthy and we're both losing weight pretty quickly.	joy	journal
377	I completed a lot of work yesterday. I reached goals I had set out for my self. At the end of the work day I felt like I had accomplished a lot.	pride	journal
378	Every day I spend with my son is happy. I love having him around and I wouldn't change it for the world.	neutral	journal
379	I had some stomach pains all day that worried me. I spent most of the day googling what was wrong with me and unsurprisingly was met with results ranging from it could be gas, to it could be kidney stones.	nervousness	journal
380	I had a slow morning of work because I work for myself. I was feeling a little nervous that I wouldn't make very much. I told myself I need to push on, and I ended up hitting my daily goal and going over. I felt very proud of myself for persevering.	excitement	journal
381	They don't make a lot of sense.	confusion	journal
382	Today I was very sick. It seems everybody I know has a cold and I thought I was above it but no. I had some orange juice and went back to bed. Not a good day.	disgust	journal
383	I got to spend time outside walking with my wonderful girlfriend. I felt very loved and appreciated just by being with her.	pride	journal
384	I was reading and relaxing and looking out the window. It was nice to spend time peacefully by myself and just look at nature and the fall colors.	joy	journal
385	A friend had an art gallery opening. I didn't want to go because I was tired and the event was a half hour away. But I went and was supportive and had a good time.	pride	journal
386	It always makes me feel accomplished to see my family and how well they are doing.	joy	journal
387	I felt good today. Talking to my friends elevated my mood.	joy	journal
388	My parents both helped me out big time with the house that myself and my wife just bought.  they have watched our son and helped wit the work quite a bit.  I am very thankful for them.	joy	journal
389	I was able to take a nice walk in the evening with my husband and two teen daughters.  It is very rare that we are all in the same place at the same time and are doing something together as a group.  It was a great feeling to walk talk and laugh together after a long day apart.	joy	journal
390	I watched a great movie yesterday that was very exiting.	excitement	journal
391	My wife and I got some time to ourselves after the kids went to bed. We were able to talk and just enjoy each others company for awhile. It was a relaxing end to a good day.	surprise	journal
392	I am proud that I cam taking care of myself and that I am healthy	joy	journal
393	I had a very nice conversation with my sister yesterday about my nephew's 18th birthday.  We reminisced about how much he's changed, but how his face is still the same all these years later.  It made us both feel old and happy at the same time.  I was happy for them that they had a good time and that he's going to be finishing his last year of high school in good spirits.	joy	journal
394	My family is the most important thing in my life.  I makes me feel joy.	joy	journal
395	The biggest part of my day. I slept for about 10 hours. Normally I get 4 to 5 hours per night and if I can I sleep a little late on the weekends but never enough. I took some cold medication and it knocked me out. It's the only good thing about this damn cold. If there is a silver lining to it it's that finally I can sleep.	neutral	journal
396	My blood test panel came back fine. I don't have any issues. That's very important to me.	pride	journal
397	Lifted weights along with some pullups pushups and stationary bike. Felt so good when done blood flowing relaxed vibrant released a lot of stress from the changes occurring at work.	neutral	journal
398	It was good to get out, with the weather being as nice as it was, and getting some cardio in. I needed it after doing so much sitting during the work week and relaxing after work.	pride	journal
399	I ate a sandwich that I enjoyed for lunch. It was very delicious and satisfying. I was looking forward to eating it.	excitement	journal
400	I feel so happy when I come home and am able to see my daughter and wife. They are the most important thing to me and it is very salient.	joy	journal
401	Today i exercised a lot for my abs	pride	journal
402	yesterday was so good with the boys. I had a deep conversation with Connor about his feelings. I helped Nicholas with his reading. And I just hung out with James.	joy	journal
403	I just had a very busy day where I worked non-stop until the evening. It made me feel anxious as I felt I had so much to do	nervousness	journal
404	My family is the most important thing to me.  My time with them is rewarding and it makes me feel content, happy, and safe.	neutral	journal
405	I am frustrated at the levy failure yesterday.  As I work for the school district I'm nervous my job may go away in the budget cuts.  I'm also concerned for my two kids and how it will affect them in the next few years.	nervousness	journal
406	I'm equally happy about my health. If I'm strong and healthy, I can be able to undertake my daily activities without any problem.	excitement	journal
407	Yesterday I had finally finished the 1 hour long workout video that I have been putting off for  a long time. Words could not express how proud I was of myself and how happy I was when the video was over.	pride	journal
408	I enjoyed a great lunch with my father.  We had a long talk and enjoyed each other's company.  I enjoyed it very much.	joy	journal
409	My family is always there for me. I am proud that I have them and we have each other. We can count on each other when times are hard	joy	journal
410	Again as a government employee I'm at home a lot more than normal.  I'm trying to find the best use of my time and have ensured I stay physically active.  This keeps my confidence and self-esteem at high levels.	pride	journal
411	Work has been so busy, I find it hard to keep up and manage. I cannot wait until my vacation in December - I need the time off badly.	nervousness	journal
412	I ate a bunch of Taco Bell. This was pretty gross and ruined any gains made during my workout.	disgust	journal
413	Exercise is very important to me and I was afraid I would not have time to include a workout in my day yesterday. However, I was able to squeeze it in and it made me proud and satisfied for meeting my goal.	pride	journal
414	I spent the rest of the evening playing Sims 4 because I just bought an expansion. I built a house and made a happy family and lost myself in the simple tasks in the game. I felt peaceful enough that I was able to go to sleep soon after.	joy	journal
415	I felt really happy and proud of myself for getting up and working out. It made me feel accomplished.	neutral	journal
416	I got some exercise yesterday when i went walking in Bogga Chitto State PArk.	pride	journal
417	The feeling is very funny	anger	journal
418	Yesterday was the sixth of the month so I read the sixth chapter of Proverbs.  The wisdom gift that God gave to Solomon is passed on to me through this writing.  I felt a great connection over the centuries to God's intervention in this man's life.	joy	journal
419	"Yesterday was a great day at work! My client was great with expressing his desire to gain my attention. I taught him yesterday how to say ""hi"" to gain attention of adults and by the end of the day, he was saying ""hi"" to every adult that passed through the clinic!"	joy	journal
420	My son is doing great in his first year in college and he called me to say that he got a 95 on a test he was worried about and stressed over. I am very proud of him and the hard work he is putting in. He's really focused on getting good grades and not screwing up his college experience which is a concern of mine but so far so good.	neutral	journal
421	I was hanging out with my family a lot yesterday and it made me feel really good. I haven't seen them in a while so it was nice to catch up. We had a nice family dinner and played some games at my mom's house	excitement	journal
422	I started working on a new song yesterday. I've had writers block for a while but yesterday it just flowed. My song has a dark vibe in minor chords a driving bassline and a really deep sub bass. I am really exited to finish this!	pride	journal
423	My sister's 29th birthday also 8 yeas sober for her.	pride	journal
424	A group of my friends and I met up to play D&D. It was great, we'd taken a four-month hiatus (two of us have kids, another two had exams) and it was like we'd never stopped. Rolling dice, eating pizza and drinking beer into the night, catching up, killing orcs and whatnot.	joy	journal
425	It was spending time with my family. It was a good time.	joy	journal
426	God is my everything, He not only created me, but He also sustains me. He gives me a reason to believe and hope even when things look grim.	joy	journal
427	its so nice to feel that everything i worked for was worth it	joy	journal
428	I felt that we bonded a lot yesterday and this was during our lovemaking session.  Truly felt like we had that spiritual connection that you only see in movies	joy	journal
429	I met my friends and we celebrated my mother's birthday together.	neutral	journal
430	I was watching tv in my room alone but i didnt get to watch enough. I felt anxious and annoyed that i couldnt really relax.	neutral	journal
431	After my nap I tried to do some online survey but I was all foggy and disorented and only lasted attempting to work for a few hours before I layed down again	confusion	journal
432	My son's girlfriend stayed home from work today. She was acting odd all day. I could tell something was wrong but did not know what.  My husband came home from work later and he was focused on his friends at work. He didn't want to talk about the kids or anything.  I felt alone and sad.  Basically I felt invisible.	sadness	journal
433	I took the day off to get my tooth extracted. So I after I had it out, I had the rest of the day to recuperate. I spent some of that napping and getting more sleep. It helped me get calmer and more rested.	neutral	journal
434	Per usual I was able to chat with my significant other at the end of night. We talked about our day and planned what we were going to do on the weekend. It always enjoyable when I get to talk to her. She is my love of my life.	joy	journal
435	"I practice archery often and am able to do that in our large area in the backyard.  This is one of my passions.  I've been at it for many years.  I love the competition but usually stay here to practice and enjoy my alone time.  It's exciting to see my progress and especially when I master a new tactic.  Recently I've been using a device that allows me to ""scope"" the target.  I'm getting better and know that there's always room to improve."	pride	journal
436	My brother baked a cake which tasted good.	joy	journal
437	I've had a persistent cough for seven weeks. I've been to the doctor twice and taken three different Rx's with no luck. I was beginning to worry. My doctor finally ordered a chest xray and the results came in yesterday. Everything is clear and my cought is much better although it hasn't totally disappeared yet.	joy	journal
438	I had a lot of work to get done yesterday and was quite apprehensive about whether I would be successful in completing it all. To my surprise and even with some interruptions, I was able to focus for a long period of time and get all my jobs done. I felt very satisfied and content when I left the office.	pride	journal
439	so lucky to be free of pain and feeling good	neutral	journal
440	When I got home from the card tournament my girlfriend surprised me with some chicken fajitas. I was really hungry and these are one of my favorite things to eat so I was super grateful!	joy	journal
441	I was contemplating God and realized that I was excited to meet God someday and escape this inferior world. I was thinking about how that would be greater than just about anything else.	neutral	journal
442	I was able to keep up with my daily eating schedule and was not tempted by outside food.	joy	journal
443	God showed himself several times throughout the day in my interactions with people and things. I was so inspired by how God shows how he loves us if we just pay attention.	joy	journal
