text	label	source	type
I worked my shift at hospice yesterday. It was, as it often is, a combination of mundane tasks and meaningful moments. There were two patients that stand out in my memory. One was a woman who was virtually non-responsive; I was glad to be able to spend a little time with her. The other was a woman who told great stories about her life and then prayed for me. I feel grateful when I leave there, and satisfied that I've connected with others.	approval	journal	paragraph
I worked hard yesterday.  I had a lot of things to take care of.  It felt good to get it all done.	approval	journal	paragraph
I worked from home yesterday and there was not much to do, so I spent a lot of time playing with our little 16-month old girl, Eleanor, while my wife was at work. We read books and watched a lot of Paw Patrol. It was plenty of fun!	joy	journal	paragraph
I worked for twelve hours yesterday. It was long and kind of boring, but I felt satisfied when it was over.	approval	journal	paragraph
I worked all day yesterday so it was one of few things I did yesterday but I do not consider this job one of the most important jobs I've had overall. It is important to me in that it is how I support myself. I still try my hardest and am conscientious at work.	approval	journal	paragraph
I worked all day so it was the biggest part of my day. This caused me a high deal of stress because I had a lot of work. Frustration also grew because what happened was we had a deadline to meet and it seemed impossible at the time.	nervousness	journal	paragraph
I worked 9 hours yesterday which was good because I got overtime pay. It was a fairly routine day but with a lot of variety so it went by quickly!	pride	journal	paragraph
I work out. I did legs and it made me feel good!	approval	journal	paragraph
I work in a dog daycare and for 10 hours I'm in a loud smelly room with dogs fighting and defecating and trying to jump on me. Yesterday it was raining so we didn't get to even go outside for a run. I was exhausted and one of the dogs peed on my shoe, and it's the only pair I have so i knew it would mean I'd have wet shoes the next day. I was so exhausted and overwhelmed when I got off I cried in my car.	nervousness	journal	paragraph
I work a long hard day and really enjoy my nights rest.	joy	journal	paragraph
I woke up early and exercised in the morning yesterday. I've been trying to make it a habit, so I was proud of myself for keeping it up. I was also very energized after I finished exercising! I think I'll be able to keep up exercising every morning, it was pretty fun and it'll be good for me in the long run.	joy	journal	paragraph
I went walking in a state park yesterday with my family. We had a nice time. It was really nice and very relaxing. Just getting out the house felt nice/	joy	journal	paragraph
I went to work like every other week day.  After work I went to my gym where I am a new member and exercised with two of my friends.  It was a good workout and I felt great about myself when I was done.	joy	journal	paragraph
I went to the gym after work instead of just sitting and watching tv and felt good to get out of the house	excitement	journal	paragraph
I went to my parents house and my sister was also there with her daughters. It was a lot of fun to get to play with the kids and see my family.	joy	journal	paragraph
I went to my MRI to find out about the spot on my pancreas.  I did not like it because I felt trapped in the machine.  When I got home I had a vertigo attack that I think was caused by being in the MRI for so long.	nervousness	journal	paragraph
I went to a scheduled appointment with my dermatologies yesterday for a laser treatment.  I had been told there was virtually no recovery time for this particular treatment, which proved to be the case.  I am alreay very pleased with the results an know they will be better with time.	joy	journal	paragraph
I went to a jazz club today for the first time in a long time. A friend of a friend was performing. It was cool. Good music, good drinks. It was nice to get out.	joy	journal	paragraph
I went to a doctors appointment and was feeling anxious about how my general health was. After my checkup and finding out that I was in good health, I felt happy and relieved about the results.	joy	journal	paragraph
I went to a cardiologist yesterday and was given a heart monitor.  I was diagnosed with SVT.	nervousness	journal	paragraph
